model,split,metric,mean,ci_low,ci_high,n
sidekick,val,lppd,-3145.684521484375,-3423.056748167452,-2868.3122948012983,5
sidekick,val,brier,0.45823652148246763,0.43770867050595896,0.4787643724589763,5
sidekick,val,ece,0.22763432815701562,0.2180034105741837,0.23726524573984753,5
sidekick,val,mean_uncertainty,0.006997954845428467,0.004461774558355268,0.009534135132501665,5
sidekick,test,accuracy,0.7462735462735463,0.7429471015280187,0.7495999910190738,5
sidekick,test,f1_macro,0.7461805218061077,0.7430123597877992,0.7493486838244162,5
sidekick,test,nll,3.4930702686309814,3.2674875763611335,3.718652960900829,5
sidekick,test,lppd,-4265.03876953125,-4540.475288224739,-3989.602250837761,5
sidekick,test,brier,0.49642176628112794,0.4892059713908424,0.5036375611714135,5
sidekick,test,ece,0.2461499661524505,0.24163838828395046,0.25066154402095053,5
sidekick,test,mean_uncertainty,0.00821824073791504,0.003716286114381277,0.012720195361448802,5
duo,val,accuracy,0.8659137577002053,0.8606885955410848,0.8711389198593258,5
duo,val,f1_macro,0.8655132403911289,0.8601539502734372,0.8708725305088205,5
duo,val,nll,0.4558629095554352,0.44015550743692416,0.4715703116739462,5
duo,val,lppd,-444.0104675292969,-459.30947968279145,-428.7114553758023,5
duo,val,brier,0.2108368456363678,0.20235334517648168,0.2193203460962539,5
duo,val,ece,0.02339558255623498,0.01760290695472466,0.0291882581577453,5
duo,val,mean_uncertainty,0.12284141778945923,0.11843304993940866,0.12724978563950978,5
duo,test,accuracy,0.8561834561834563,0.8527650186613661,0.8596018937055464,5
duo,test,f1_macro,0.8556774996145242,0.8522934778541675,0.8590615213748809,5
duo,test,nll,0.47363138794898985,0.45637941359054174,0.49088336230743795,5
duo,test,lppd,-578.3039306640625,-599.3685920893759,-557.2392692387491,5
duo,test,brier,0.22466005384922028,0.21780614099068024,0.2315139667077603,5
duo,test,ece,0.027243002900132186,0.018399310492930414,0.03608669530733396,5
duo,test,mean_uncertainty,0.13009544610977172,0.12352476360698118,0.13666612861256228,5
base_de(2),test,accuracy,0.8581490581490583,0.8537515239221466,0.86254659237597,5
base_de(2),test,f1_macro,0.8575561330344241,0.8532286118556838,0.8618836542131645,5
base_de(2),test,nll,1.9248756647109986,1.8001381642767655,2.0496131651452316,5
base_de(2),test,lppd,-2350.273193359375,-2502.577673519193,-2197.968713199557,5
base_de(2),test,brier,0.249353089928627,0.24498412067795053,0.25372205917930346,5
base_de(2),test,ece,0.10346822576577501,0.09636938074224179,0.11056707078930823,5
base_de(2),test,mean_uncertainty,0.03957291841506958,0.03568151769043992,0.04346431913969924,5
sidekick_de(2),test,accuracy,0.7528255528255527,0.7471910238989629,0.7584600817521426,5
sidekick_de(2),test,f1_macro,0.7525631783993209,0.746773658154911,0.7583526986437307,5
sidekick_de(2),test,nll,2.6403000354766846,2.5402806924203034,2.7403193785330657,5
sidekick_de(2),test,lppd,-3223.806396484375,-3345.9299631605386,-3101.6828298082114,5
sidekick_de(2),test,brier,0.4303431689739227,0.4250672156772959,0.43561912227054955,5
sidekick_de(2),test,ece,0.17479757758850548,0.1655962195208463,0.18399893565616465,5
sidekick_de(2),test,mean_uncertainty,0.07288037538528443,0.06713194380375347,0.07862880696681539,5
