,seed,data,model,split,accuracy,f1_macro,nll,lppd,brier,ece,mean_uncertainty
0,1,csqa,base,val,0.8603696098562629,0.8606041182377367,2.656309127807617,-2587.2451171875,0.2727610170841217,0.13678330758269067,0.0028470754623413086
1,2,csqa,base,test,0.8583128583128583,0.8575390197353754,2.5114529132843018,-3066.484130859375,0.27848878502845764,0.1378099723100467,0.004594385623931885
2,3,csqa,base,val,0.8603696098562629,0.8600877261696155,2.3396315574645996,-2278.801025390625,0.27614936232566833,0.13817356021986849,0.002573370933532715
3,4,csqa,base,test,0.8501228501228502,0.8495978115017937,2.4150569438934326,-2948.78466796875,0.2909342050552368,0.14547601110324035,0.004401147365570068
4,5,csqa,base,val,0.8624229979466119,0.8614843196467886,2.5305726528167725,-2464.77783203125,0.2711739242076874,0.13502402943262576,0.003994107246398926
5,1,csqa,base,test,0.8542178542178542,0.8536140791188911,2.7639846801757812,-3374.8251953125,0.287658154964447,0.14416720108552414,0.002757132053375244
6,2,csqa,base,val,0.8737166324435318,0.8736265128835579,2.2731382846832275,-2214.03662109375,0.24921344220638275,0.12383466591825232,0.0040329694747924805
7,3,csqa,base,test,0.8558558558558559,0.8555001141795182,2.3429956436157227,-2860.797607421875,0.28524789214134216,0.1427772061733024,0.0033223628997802734
8,4,csqa,base,val,0.864476386036961,0.8639248729279124,2.2709922790527344,-2211.946533203125,0.2656363844871521,0.1338528325547917,0.003798842430114746
9,5,csqa,base,test,0.8484848484848485,0.8480641745134809,2.7498457431793213,-3357.5615234375,0.2975117862224579,0.14892820990739744,0.0028294920921325684
10,1,csqa,base_temperature,val,0.8603696098562629,0.8606041182377367,0.4997175931930542,-486.7249450683594,0.22711040079593658,0.026660736611981185,0.1237683892250061
11,2,csqa,base_temperature,test,0.8583128583128583,0.8575390197353754,0.5177223682403564,-632.1390380859375,0.23761066794395447,0.03841190086486984,0.11797672510147095
12,3,csqa,base_temperature,val,0.8603696098562629,0.8600877261696155,0.5041854381561279,-491.07659912109375,0.22744835913181305,0.03425621585557102,0.12415450811386108
13,4,csqa,base_temperature,test,0.8501228501228502,0.8495978115017937,0.5316182374954224,-649.1058349609375,0.24673008918762207,0.030145729764575947,0.12829619646072388
14,5,csqa,base_temperature,val,0.8624229979466119,0.8614843196467886,0.5200355648994446,-506.5146484375,0.23242123425006866,0.03840327816699808,0.12840670347213745
15,1,csqa,base_temperature,test,0.8542178542178542,0.8536140791188911,0.5175831317901611,-631.968994140625,0.24078325927257538,0.0274854170358347,0.1265583038330078
16,2,csqa,base_temperature,val,0.8737166324435318,0.8736265128835579,0.4823092222213745,-469.7691955566406,0.21324105560779572,0.03952838223450482,0.11803483963012695
17,3,csqa,base_temperature,test,0.8558558558558559,0.8555001141795182,0.5071404576301575,-619.218505859375,0.2366950362920761,0.04131172540049196,0.12712866067886353
18,4,csqa,base_temperature,val,0.864476386036961,0.8639248729279124,0.5047346949577332,-491.611572265625,0.2270585000514984,0.023234305899490777,0.12453693151473999
19,5,csqa,base_temperature,test,0.8484848484848485,0.8480641745134809,0.5510777831077576,-672.865966796875,0.2523239850997925,0.040028830735435464,0.12721139192581177
20,1,csqa,duo,val,0.86652977412731,0.86631688372224,0.4562150835990906,-444.3534851074219,0.2139563113451004,0.023998839899254994,0.1217394471168518
